rd_present,rd_distance_mm,rd_velocity_cm_s,rd_angle_deg,rd_x_mm,rd_y_mm,c4001_present,c4001_distance_m,c4001_velocity_m_s,c4001_energy,c4001_raw_targets,c4001_raw_distance_m,c4001_raw_velocity_m_s,c4001_raw_energy
1,1265.97,0,-7.93,-172,1008,1,1.34,0.01,633,1,1.4,0.01,782
1,648.92,0,-22.99,-285,705,1,0.7,0.01,39024,1,0.8,0.01,35881
1,618.61,0,-20.5,-278,562,1,0.83,0.01,39846,1,0.72,0.01,41241
1,598.53,0,-22.11,-277,650,1,0.71,0.05,38858,1,0.75,0.05,45862
1,618.73,0,-22.33,-232,662,1,0.79,0.05,39143,1,0.81,0.05,43328
1,680.2,0,-21.9,-247,670,1,0.73,0.05,46184,1,0.74,0.05,45730
1,752.65,14,-19.57,-221,607,1,0.73,0.05,42653,1,0.79,0.05,53450
1,669.72,14,-20.0,-223,612,1,0.78,0.05,46918,1,0.74,0.05,50071
1,768.43,8,-19.03,-281,665,1,0.87,0.05,46005,1,0.84,0.05,43318
1,681.3,7,-23.09,-274,582,1,0.85,0.07,1184,1,0.71,0.08,1120
1,622.86,16,-22.0,-267,667,1,0.73,0.08,1117,1,0.84,0.09,1067
1,592.93,17,-20.76,-214,635,1,0.83,0.07,1069,1,0.74,0.07,1224
1,674.47,-7,-20.91,-209,669,1,0.76,0.09,919,1,0.9,0.08,1208
1,728.68,-13,-20.4,-214,644,1,0.9,0.08,1044,1,0.77,0.09,1124
1,608.58,81,-16.81,-223,699,1,0.76,0.64,44504,1,0.75,0.64,42204
1,598.2,94,-16.92,-202,713,1,0.92,0.64,40560,1,0.87,0.65,44112
1,711.47,87,-16.52,-174,709,1,0.73,0.66,40236,1,0.76,0.76,38604
1,691.0,73,-13.77,-203,727,1,0.91,0.67,50248,1,0.75,0.64,47317
1,789.89,58,-14.88,-193,703,1,0.77,0.82,51516,1,0.8,0.73,42492
1,632.74,55,-13.41,-184,765,1,0.9,0.64,51598,1,0.86,0.62,45132
1,655.55,56,-13.64,-199,651,1,0.82,0.64,42555,1,0.9,0.75,51433
1,775.76,59,-14.31,-199,692,1,0.76,0.62,43176,1,0.75,0.8,38713
1,640.18,28,-13.11,-191,702,1,1.26,0.29,45658,1,1.18,0.23,42874
1,827.07,25,-11.92,-129,780,1,1.33,0.26,39131,1,1.14,0.25,42681
1,849.18,24,-10.1,-149,744,1,1.34,0.21,36479,1,1.36,0.24,39703
1,897.73,27,-9.07,-155,837,1,1.39,0.22,32036,1,1.34,0.25,32892
1,880.6,23,-9.83,-116,801,1,2.0,0.24,662,1,2.06,0.21,577
1,840.63,25,-9.39,-132,860,1,1.65,0.21,655,1,1.8,0.23,526
1,810.48,23,-9.18,-118,915,1,1.57,0.15,39485,1,1.68,0.16,33452
1,940.29,8,-8.58,-112,826,1,1.91,0.15,34629,1,1.66,0.15,34492
1,839.08,7,-9.74,-126,914,1,1.58,0.14,32343,1,1.78,0.14,38957
1,988.88,0,-7.5,-109,1024,1,1.88,0.14,33258,1,1.75,0.16,35935
1,885.91,-6,-7.53,-130,918,1,1.84,0.09,8393,1,1.55,0.08,7660
1,988.21,-8,-6.03,-100,964,1,1.5,0.09,6445,1,1.7,0.1,7010
1,874.52,-8,-6.74,-106,1009,1,1.32,0.07,3777,1,1.53,0.06,4501
1,1101.11,-8,-6.61,-119,992,1,1.7,0.06,3727,1,1.7,0.05,3966
1,888.05,-8,-7.03,-140,868,1,1.28,0.02,6964,1,1.39,0.02,6057
1,1070.66,-7,-6.53,-110,843,1,1.32,0.02,6231,1,1.37,0.02,6610
1,925.85,0,-7.95,-140,974,1,1.24,0.01,8766,1,1.23,0.01,8208
1,915.43,0,-7.22,-135,1093,1,1.65,0.01,8551,1,1.55,0.01,7400
1,740.6,7,-5.79,-76,683,1,0.73,0.01,53288,1,0.77,0.01,48245
1,742.84,0,-5.16,-69,849,1,0.82,0.01,57552,1,0.86,0.01,51338
1,764.51,8,-4.96,-56,700,1,0.72,0.01,61646,1,0.81,0.01,55187
1,814.95,7,-3.77,-54,879,1,0.73,0.01,50727,1,0.82,0.01,51287
1,850.14,7,-3.8,-57,777,1,0.66,0.04,39103,1,0.66,0.05,40745
1,786.74,8,-4.35,-56,822,1,0.81,0.05,35913,1,0.66,0.05,41019
1,883.34,8,-3.67,-53,896,1,0.71,0.05,39422,1,0.79,0.06,43951
1,843.47,8,-3.82,-61,680,1,0.82,0.05,46207,1,0.86,0.05,41860
1,855.33,13,-4.01,-44,725,1,0.67,0.05,37491,1,0.78,0.05,39534
1,744.15,15,-3.72,-48,777,1,0.88,0.05,40191,1,0.81,0.06,43893
1,728.84,-14,-4.23,-43,759,1,0.78,0.04,34961,1,0.69,0.06,46768
1,693.78,7,-3.49,-58,815,1,0.83,0.05,39112,1,0.75,0.05,39474
1,835.79,8,-3.84,-46,855,1,0.86,0.05,40767,1,0.79,0.05,38210
1,810.67,7,-4.15,-56,836,1,0.79,0.06,45816,1,0.74,0.05,35080
1,771.24,8,-4.11,-56,727,1,0.85,0.06,46199,1,0.78,0.05,42989
1,697.06,52,-4.03,-63,709,1,0.72,0.04,39598,1,0.83,0.05,46107
1,791.23,49,-4.47,-63,659,1,0.7,0.81,47865,1,0.81,0.79,52941
1,671.44,57,-4.31,-61,745,1,0.84,0.65,47995,1,0.82,0.66,51225
1,700.99,59,-4.65,-56,840,1,0.85,0.78,50836,1,0.92,0.69,49783
1,835.32,64,-4.42,-53,686,1,0.88,0.67,45443,1,0.96,0.61,41664
1,655.32,84,-4.3,-57,873,1,0.92,0.82,51138,1,0.77,0.76,38871
1,718.5,76,-5.0,-57,807,1,0.76,0.79,41280,1,0.74,0.83,42091
1,748.43,78,-4.77,-60,859,1,0.82,0.8,49262,1,0.81,0.83,44203
1,877.65,69,-5.0,-64,693,1,1.0,0.82,38321,1,1.03,0.85,40149
1,694.14,61,-4.43,-51,722,1,1.02,0.69,41738,1,0.79,0.73,38727
1,834.9,71,-5.03,-63,669,1,0.99,0.71,47028,1,0.92,0.76,50903
1,819.27,62,-4.62,-65,899,1,0.85,0.77,43159,1,0.79,0.87,47061
1,768.85,54,-4.62,-58,780,1,0.79,0.79,40074,1,1.05,0.84,40717
1,840.83,41,-4.59,-60,865,1,1.32,0.23,41418,1,1.07,0.24,42732
1,876.93,33,-3.7,-65,826,1,1.25,0.23,49022,1,1.27,0.23,41605
1,699.54,28,-4.22,-52,784,1,1.43,0.24,30839,1,1.45,0.25,32280
1,841.03,35,-3.46,-56,809,1,1.33,0.3,26429,1,1.23,0.28,30823
1,908.24,31,-3.52,-44,913,1,1.25,0.24,71510,1,1.2,0.3,65837
1,833.09,26,-2.75,-41,976,1,1.37,0.27,61263,1,1.09,0.3,70597
1,959.9,23,-3.18,-48,784,1,1.19,0.25,44156,1,1.38,0.25,50566
1,901.38,26,-2.62,-48,790,1,1.37,0.23,38823,1,1.44,0.3,44247
1,950.19,0,-2.25,-36,811,1,1.46,0.2,60203,1,1.35,0.2,48179
1,1027.83,0,-2.51,-37,824,1,1.22,0.23,55993,1,1.18,0.18,54487
1,974.6,0,-1.91,-41,835,1,1.72,0.21,260,1,1.77,0.2,223
1,1063.72,0,-2.3,-35,1042,1,1.64,0.24,290,1,1.69,0.2,284
1,1029.75,0,-1.58,-29,871,1,1.53,0.15,12401,1,1.39,0.18,13866
1,899.04,0,-1.95,-33,842,1,1.52,0.14,12375,1,1.5,0.17,14187
1,949.44,0,-1.28,-23,982,1,1.6,0.11,61543,1,1.62,0.12,48077
1,1081.95,0,-1.4,-24,1019,1,1.28,0.11,52673,1,1.62,0.11,56384
1,882.1,0,-1.35,-27,1068,1,1.39,0.1,32733,1,1.37,0.09,35698
1,1179.45,0,-1.69,-26,966,1,1.37,0.1,29744,1,1.5,0.08,29974
1,1128.03,0,-1.69,-27,1167,1,1.29,0.07,41246,1,1.47,0.06,42917
1,909.71,0,-1.83,-32,919,1,1.53,0.06,40934,1,1.48,0.05,35070
1,1145.62,0,-1.6,-29,974,1,1.39,0.04,42310,1,1.36,0.04,50908
1,1044.98,0,-2.03,-33,1030,1,1.52,0.04,45021,1,1.23,0.04,48518
1,1122.68,0,-1.75,-38,960,1,1.3,0.03,6846,1,1.42,0.03,6763
1,905.26,0,-2.23,-42,921,1,1.49,0.03,7360,1,1.36,0.03,6539
1,909.69,0,-2.99,-52,1022,1,1.27,0.01,2896,1,1.54,0.01,2610
1,1077.88,0,-2.38,-48,1165,1,1.5,0.01,2736,1,1.28,0.01,2730
1,946.12,0,-2.41,-55,1169,1,1.52,0.01,1877,1,1.33,0.01,2273
1,1190.37,0,-2.59,-51,927,1,1.29,0.01,1804,1,1.4,0.01,2353
1,1094.04,0,-3.05,-60,1181,1,1.31,0.01,9001,1,1.45,0.01,8713
1,1024.84,-8,-2.92,-57,947,1,1.26,0.01,8907,1,1.35,0.01,10128
1,579.55,0,5.79,52,559,1,0.67,0.01,20230,1,0.68,0.01,17411
1,704.12,0,5.27,66,671,1,0.7,0.01,22026,1,0.83,0.01,23051
1,613.83,8,6.71,81,696,1,0.68,0.01,21354,1,0.8,0.01,22074
1,549.6,7,6.31,69,704,1,0.65,0.01,21867,1,0.82,0.01,22382
1,693.49,8,6.07,70,640,1,0.77,0.04,58724,1,0.82,0.04,50412
1,654.0,0,7.25,73,632,1,0.78,0.05,55226,1,0.74,0.05,56463
1,669.47,0,6.05,61,546,1,0.79,0.06,50258,1,0.83,0.04,59753
1,700.63,7,6.37,71,565,1,0.67,0.05,48794,1,0.79,0.05,52601
1,623.69,7,5.7,65,695,1,0.71,0.06,56058,1,0.86,0.05,45444
1,625.82,8,5.88,57,570,1,0.69,0.05,52001,1,0.71,0.04,57278
1,608.38,7,4.83,61,544,1,0.68,0.04,57592,1,0.88,0.05,60440
1,629.48,-7,4.57,49,656,1,0.7,0.05,59952,1,0.87,0.04,48391
1,633.83,20,4.04,48,695,1,0.81,0.05,56824,1,0.66,0.05,56225
1,551.24,20,3.68,39,678,1,0.7,0.05,60866,1,0.71,0.05,58629
1,714.43,21,3.86,40,593,1,0.7,0.05,56873,1,0.69,0.05,55106
1,699.36,22,3.62,46,602,1,0.66,0.06,46085,1,0.69,0.06,50318
1,681.71,61,3.49,45,622,1,0.74,0.05,53000,1,0.75,0.05,48210
1,605.55,54,4.01,39,611,1,0.78,0.06,55321,1,0.75,0.04,54740
1,681.88,70,4.21,40,672,1,0.83,0.05,50950,1,0.76,0.05,47981
1,819.37,26,0.1,0,755,1,1.12,0.35,54021,1,1.3,0.32,58032
1,702.58,25,0.11,1,734,1,1.45,0.38,63533,1,1.42,0.38,55548
1,769.43,16,-0.54,-7,714,1,1.34,0.34,57991,1,1.24,0.35,63573
1,746.16,16,-0.52,-7,818,1,1.48,0.34,55785,1,1.37,0.36,52891
1,934.64,0,-0.48,-6,948,1,1.18,0.24,21107,1,1.18,0.21,17358
1,815.75,0,-0.97,-14,811,1,1.18,0.19,18139,1,1.36,0.23,17919
1,938.01,0,-0.92,-15,835,1,1.27,0.13,45004,1,1.1,0.15,46002
1,1043.15,-6,-1.26,-14,857,1,1.36,0.16,48887,1,1.32,0.17,49283
1,794.39,-6,-1.16,-15,777,1,1.18,0.11,13776,1,1.39,0.1,13951
1,885.73,0,-1.29,-20,1027,1,1.22,0.11,16460,1,1.15,0.11,15032
1,967.07,0,-1.17,-18,818,1,1.1,0.11,14523,1,1.2,0.09,15897
1,1003.93,-7,-1.31,-25,1068,1,1.14,0.12,13704,1,1.32,0.1,13693
1,818.41,-8,-1.34,-21,911,1,1.3,0.09,30337,1,1.3,0.07,26170
1,1097.92,-8,-1.72,-27,1063,1,1.15,0.07,32695,1,1.27,0.08,25285
1,1003.12,0,-1.43,-22,961,1,1.38,0.06,19699,1,1.31,0.06,20645
1,1092.84,0,-1.72,-21,1052,1,1.36,0.05,22234,1,1.11,0.06,22705
1,994.73,0,-1.58,-26,861,1,1.13,0.04,3873,1,1.36,0.05,3867
1,1106.23,0,-1.46,-23,998,1,1.21,0.05,4105,1,1.39,0.05,3937
1,1063.4,0,-1.4,-28,890,1,1.17,0.03,1343,1,1.38,0.03,1365
1,1051.38,0,-1.56,-23,997,1,1.23,0.03,1724,1,1.15,0.03,1762
1,1114.76,0,-1.41,-26,888,1,1.18,0.03,1315,1,1.38,0.03,1144
1,1047.74,0,-1.77,-25,1111,1,1.39,0.03,1238,1,1.15,0.03,1152
1,1109.33,0,-1.59,-31,1130,1,1.45,0.02,2427,1,1.27,0.02,2565
1,636.82,0,-4.62,-49,734,1,0.72,0.01,50394,1,0.84,0.01,46766
1,644.19,0,-3.37,-49,654,1,0.66,0.01,39716,1,0.7,0.01,51876
1,639.29,0,-3.5,-51,629,1,0.73,0.01,3246,1,0.76,0.01,3848
1,1010.91,15,29.52,507,883,1,0.94,0.06,9159,1,1.06,0.06,10392
1,900.83,16,26.96,460,902,1,1.01,0.05,11197,1,1.05,0.06,9712
1,914.26,15,23.99,488,936,1,0.99,0.14,3756,1,0.93,0.14,2851
1,1015.46,-7,27.41,467,1046,1,0.94,0.14,2881,1,0.98,0.14,3451
1,1119.94,-8,27.56,445,1017,1,1.06,0.14,2871,1,1.14,0.12,3455
1,1111.91,25,24.69,414,902,1,0.94,0.11,3122,1,0.91,0.13,3771
1,988.91,23,25.16,437,789,1,1.02,0.14,3417,1,1.03,0.14,3749
1,1066.69,-36,22.82,517,805,1,0.9,0.11,3569,1,1.01,0.15,3619
1,1027.76,-29,25.33,479,788,1,1.15,0.12,3494,1,1.12,0.12,3730
1,921.6,8,24.57,401,926,1,0.93,0.15,3151,1,1.09,0.13,3023
1,1017.06,7,27.54,481,996,1,0.92,0.14,3453,1,1.13,0.11,3360
1,1041.12,49,29.43,465,779,1,1.15,0.15,2834,1,0.94,0.13,3011
1,1104.23,53,29.37,507,913,1,1.13,0.45,62786,1,0.92,0.5,62370
1,901.31,58,29.29,397,994,1,1.03,0.46,67266,1,0.86,0.58,58663
1,901.06,74,30.68,463,770,1,1.0,0.63,8202,1,1.08,0.65,6941
1,1053.75,76,25.09,467,972,1,0.97,0.64,8217,1,0.91,0.59,6672
1,1151.3,63,28.91,403,785,1,1.18,0.63,6909,1,1.21,0.58,8163
1,862.39,80,23.83,466,809,1,1.09,0.58,7543,1,1.09,0.54,7815
1,1024.42,71,29.82,526,914,1,1.19,0.62,7458,1,1.13,0.64,6678
1,1083.12,72,26.98,397,914,1,1.09,0.59,6976,1,1.18,0.67,7600
1,985.2,64,25.36,509,1024,1,1.17,0.69,7658,1,1.04,0.62,6476
1,1051.2,49,25.23,413,886,1,1.2,0.61,7234,1,1.19,0.58,6514
1,1027.76,53,23.97,452,977,1,1.38,0.4,5531,1,1.18,0.44,5373
1,1042.44,35,29.01,483,1019,1,1.35,0.43,5240,1,1.3,0.52,5259
1,1126.47,28,25.72,457,1023,1,1.45,0.4,31214,1,1.22,0.33,32801
1,931.01,43,22.96,513,1075,1,1.62,0.33,25940,1,1.49,0.37,26468
1,1064.05,38,25.17,384,1031,1,1.25,0.34,6041,1,1.55,0.36,5326
1,1066.95,24,24.52,407,987,1,1.41,0.32,6131,1,1.62,0.27,6072
1,1041.37,20,22.16,421,998,1,1.46,0.32,34533,1,1.68,0.31,34293
1,1263.77,24,26.75,428,1117,1,1.31,0.27,27254,1,1.67,0.31,33561
1,1159.08,21,25.09,446,981,1,1.37,0.26,29553,1,1.6,0.27,38473
1,1100.37,23,23.13,420,1116,1,1.46,0.24,35671,1,1.56,0.25,30369
1,1227.52,7,21.42,382,1108,1,1.32,0.25,19204,1,1.39,0.23,23716
1,1190.24,8,18.57,430,1009,1,1.73,0.21,20962,1,1.63,0.21,21952
1,1291.43,0,21.34,406,1179,1,1.58,0.21,9362,1,1.74,0.18,8971
1,1057.02,0,20.11,465,1282,1,1.63,0.19,10713,1,1.4,0.19,8609
1,1407.69,0,18.65,431,1085,1,1.6,0.13,5844,1,1.41,0.16,7386
1,1412.42,0,16.88,361,1227,1,1.61,0.16,6601,1,1.72,0.15,7302
1,1370.57,0,20.63,366,1010,1,1.48,0.13,7216,1,1.74,0.13,7260
1,1384.2,0,18.46,487,1248,1,1.44,0.16,7629,1,1.47,0.15,5914
1,1416.18,0,17.96,383,1068,1,1.73,0.16,7292,1,1.33,0.15,7052
1,1306.66,0,18.72,402,1378,1,1.55,0.16,7619,1,1.49,0.17,7256
1,1231.04,0,16.85,433,1155,1,1.71,0.15,7590,1,1.68,0.14,5944
1,1143.87,0,17.15,390,1125,1,1.4,0.17,6295,1,1.34,0.13,7317
1,1100.73,0,31.12,501,965,1,0.9,0.01,3849,1,0.9,0.01,3623
1,1139.06,0,35.72,463,846,1,1.09,0.01,4280,1,0.85,0.01,4225
1,863.2,-8,27.01,547,734,1,0.93,0.05,66262,1,1.06,0.05,55622
1,1097.83,-8,36.32,565,784,1,0.96,0.05,68697,1,0.97,0.04,66835
1,850.22,-13,34.17,498,946,1,1.04,0.05,67091,1,1.11,0.06,57511
1,1079.89,-16,34.74,535,848,1,1.02,0.04,62557,1,1.15,0.05,68200
1,1092.88,-14,35.81,459,834,1,1.04,0.05,24432,1,0.91,0.05,24947
1,1051.22,-7,31.05,580,753,1,0.98,0.05,24799,1,0.97,0.06,24890
1,945.41,-7,29.28,446,750,1,1.0,0.04,23199,1,0.91,0.04,26836
1,1003.34,-14,28.9,579,723,1,0.97,0.04,25545,1,1.13,0.05,27369
1,835.76,0,35.1,537,830,1,1.09,0.01,49086,1,1.06,0.01,42530
1,944.02,0,32.44,475,718,1,0.97,0.01,46673,1,0.89,0.01,46538
1,861.08,0,30.32,515,717,1,0.94,0.02,20165,1,1.12,0.02,18025
1,978.27,0,28.61,556,930,1,1.14,0.02,21800,1,0.93,0.02,21462
1,872.59,0,36.55,440,742,1,1.08,0.02,56054,1,0.92,0.02,55103
1,1073.3,0,33.17,495,751,1,0.97,0.02,57142,1,1.13,0.02,51123
1,840.7,0,32.37,573,841,1,1.08,0.03,29385,1,1.05,0.03,37305
1,937.15,0,31.69,512,845,1,1.07,0.03,29225,1,1.02,0.03,30621
1,818.79,0,27.88,522,825,1,0.95,0.03,37095,1,1.01,0.03,36308
1,1057.48,17,28.98,507,860,1,1.06,0.03,32824,1,0.92,0.03,33817
1,878.84,14,31.96,475,736,1,1.19,0.03,30596,1,1.2,0.03,33074
1,993.03,-16,32.29,502,698,1,0.93,0.03,37145,1,0.99,0.03,35639
1,977.81,-14,33.72,529,808,1,1.11,0.03,28131,1,1.2,0.03,28763
1,1052.03,13,32.88,501,777,1,1.05,0.03,35626,1,1.12,0.03,28570
1,923.88,18,33.69,513,906,1,1.04,0.03,31143,1,1.19,0.03,30543
1,1036.72,29,29.78,483,820,1,1.17,0.03,29121,1,1.1,0.03,28601
1,848.88,49,30.87,443,747,1,0.84,0.52,45593,1,0.86,0.61,59022
1,963.05,51,31.68,507,727,1,0.68,0.61,45853,1,0.84,0.53,50754
1,999.35,90,29.15,547,707,1,0.9,0.6,27063,1,0.8,0.68,26506
1,846.99,89,32.93,478,827,1,0.94,0.65,26099,1,0.89,0.62,22920
1,831.28,123,32.04,428,707,1,0.91,0.69,60955,1,1.07,0.71,66616
1,851.9,105,33.71,440,855,1,1.05,0.85,59474,1,0.88,0.78,52879
1,905.67,116,35.5,483,750,1,1.16,0.77,15788,1,0.94,0.75,15604
1,1039.73,93,27.98,438,701,1,1.21,0.71,14771,1,1.15,0.92,16702
1,943.51,91,29.24,538,825,1,1.27,0.87,2379,1,1.33,0.87,1974
1,868.21,94,27.42,466,797,1,1.09,0.79,2175,1,1.2,0.97,2095
1,1051.23,90,29.35,506,886,1,1.22,0.8,198,1,1.24,0.73,196
1,1018.91,64,28.23,467,789,1,1.46,0.78,169,1,1.45,0.71,211
1,877.95,62,32.85,422,930,1,1.45,0.84,166,1,1.43,0.94,208
1,1117.6,0,18.44,434,877,1,0.91,0.01,1903,1,0.88,0.01,2401
1,1094.3,0,18.38,392,1051,1,1.13,0.01,2362,1,0.96,0.01,2369
1,1050.95,0,18.56,352,941,1,0.93,0.01,57883,1,1.07,0.01,52721
1,915.3,0,20.51,416,927,1,1.14,0.01,45645,1,1.01,0.01,44273
1,983.45,8,18.47,374,1139,1,0.86,0.01,34362,1,0.93,0.01,33972
1,1131.83,7,20.57,407,888,1,1.01,0.01,34519,1,1.0,0.01,36321
1,1054.85,8,23.35,348,1027,1,1.03,0.06,59791,1,1.06,0.06,49949
1,1227.41,8,20.55,403,1077,1,1.14,0.05,53475,1,0.92,0.06,52979
1,921.87,8,25.58,371,860,1,1.07,0.05,26931,1,0.89,0.04,29411
1,1181.48,7,24.42,407,1066,1,0.98,0.05,27666,1,0.88,0.05,26596
1,1180.59,8,21.93,372,1081,1,0.91,0.04,65643,1,1.11,0.04,61804
1,1127.26,14,20.99,375,918,1,0.9,0.05,57246,1,0.97,0.06,69487
1,1050.1,14,25.61,461,836,1,1.19,0.08,26279,1,0.95,0.08,28559
1,1159.46,24,23.59,456,1016,1,0.89,0.07,24132,1,1.18,0.08,29333
1,978.66,21,26.34,412,841,1,1.0,0.1,42943,1,1.07,0.1,42361
1,990.81,0,24.03,379,975,1,1.21,0.12,41803,1,1.18,0.1,48834
1,981.35,-14,24.92,438,920,1,1.01,0.21,62972,1,1.04,0.24,62272
1,1140.83,-14,25.76,365,993,1,1.0,0.21,60244,1,1.22,0.22,61644
